variable,treated_mean,control_mean_unmatched,smd_unmatched,control_mean_matched,smd_matched,balanced
ar_m1,0.002766859283338194,-5.4377112495953855e-05,0.07643152499891083,-0.000295218741066618,0.01034177574487214,True
ar_m2,0.002326530992864362,-4.951486309608171e-05,0.0666809535611504,-0.0017036053827078315,0.008151799403243298,True
pre_car_34,0.003424092629956731,-0.0001349269133657762,0.06542275050356966,-0.0033325133356712586,0.022166088198347502,True
log_mktcap,22.81263379514858,22.929054866823183,-0.09706601111192274,22.86765326731409,0.05389747084058985,True
log_turnover,4.4307079746622335,4.348930651887942,0.05502939495818591,3.772240824112363,0.19178781379328383,False
