variable,treated_mean,control_mean_unmatched,smd_unmatched,control_mean_matched,smd_matched,balanced
ar_m1,0.003463656753514886,-0.0001429584014875855,0.09305116549917644,-0.0015854206391054974,0.0069992306510255195,True
ar_m2,0.0010718281415921208,-6.914032187072412e-05,0.032003648471353306,-0.0021138335523990023,-0.005189750524067133,True
pre_car_34,0.0010309819550890986,-0.0001625407137795719,0.024018079729959806,-0.004335498876491253,0.008587171510687039,True
log_mktcap,22.73183282606888,22.92201729996205,-0.1610842213474539,22.87892803035621,-0.004451950336004034,True
log_turnover,4.522555484059502,4.342300072565334,0.12006683449482569,3.816099650181293,0.19584794807900985,False
