term,coef,z,p,odds_ratio,n_obs,pseudo_r2
const,-0.8335069019077667,-2.32703964132589,0.019963155497555448,0.43452278246156134,97065,0.0050981227921996775
ar_m1,1.7129777240298927,3.92241314201874,8.76665012240378e-05,5.545449735634092,97065,0.0050981227921996775
ar_m2,0.5012814840031261,1.0750020436858478,0.28237381334743383,1.650835434978672,97065,0.0050981227921996775
pre_car_34,0.17851729159344296,0.530392054315977,0.5958401338831496,1.195443554218685,97065,0.0050981227921996775
log_mktcap,-0.1329821508858395,-8.424473029889707,3.623774587678986e-17,0.8754807185246022,97065,0.0050981227921996775
log_turnover,0.08257762677975385,6.34483464669787,2.2266447212022843e-10,1.0860829792910462,97065,0.0050981227921996775
