corr_all_weekday,corr_all_weekend,gap,n_obs,paper_benchmark_weekday,paper_benchmark_weekend,pattern_matches_paper
0.9391377242777624,0.40271280544985766,0.5364249188279048,121948,0.9,0.4,True
