term,mean_coef,t_newey_west,n_weeks
const,0.0010780578469301953,1.3172364862214754,492
abn_attention_weekend,-0.0003960258557469034,-0.49533394764051464,492
abn_attention_weekday,0.00032570404180491035,0.8393033666159474,492
