ticker,first_date,last_date,n_days,n_adjustments,min_adj_factor,n_missing_close,n_missing_inst,adjustment_method,adjustment_verified
6183,2014-01-02,2025-03-31,2742,12,0.6204988476367876,2,642,backward from TaiwanStockDividendResult before/after reference price,True
6505,2014-01-02,2025-03-31,2742,12,0.6838360784978667,0,311,backward from TaiwanStockDividendResult before/after reference price,True
6581,2016-09-10,2025-03-31,2082,8,0.6723437463645,21,471,backward from TaiwanStockDividendResult before/after reference price,True
6614,2024-09-03,2025-03-31,136,0,1.0,0,136,no ex-rights/dividend event in window,True
6641,2018-09-21,2025-03-31,1583,8,0.6573172483128168,16,505,backward from TaiwanStockDividendResult before/after reference price,True
6670,2017-11-30,2025-03-31,1782,7,0.6620517260131972,23,316,backward from TaiwanStockDividendResult before/after reference price,True
6671,2018-12-11,2025-03-31,1526,7,0.6471161606246819,17,448,backward from TaiwanStockDividendResult before/after reference price,True
6689,2018-07-17,2025-03-31,1630,3,0.9371240472739598,8,1071,backward from TaiwanStockDividendResult before/after reference price,True
6754,2019-10-16,2025-03-31,1326,5,0.7179035471506806,5,288,backward from TaiwanStockDividendResult before/after reference price,True
6768,2021-04-22,2025-03-31,958,5,0.7691871184802711,0,57,backward from TaiwanStockDividendResult before/after reference price,True
6790,2020-10-27,2025-03-31,1074,4,0.7775495978685274,0,282,backward from TaiwanStockDividendResult before/after reference price,True
6807,2022-04-25,2025-03-31,711,4,0.7718023402550384,5,181,backward from TaiwanStockDividendResult before/after reference price,True
6869,2022-01-19,2025-03-31,770,3,0.9261397628096143,0,329,backward from TaiwanStockDividendResult before/after reference price,True
6873,2021-12-28,2025-03-31,785,5,0.7826911216800747,0,344,backward from TaiwanStockDividendResult before/after reference price,True
6887,2025-03-10,2025-03-31,16,1,0.949746835443038,0,16,backward from TaiwanStockDividendResult before/after reference price,True
6890,2024-06-12,2025-03-31,193,2,0.9552919382504287,0,55,backward from TaiwanStockDividendResult before/after reference price,True
6902,2023-07-13,2025-03-31,415,0,1.0,52,233,no ex-rights/dividend event in window,True
6906,2022-12-15,2025-03-31,548,2,0.9546228799207981,0,316,backward from TaiwanStockDividendResult before/after reference price,True
6923,2023-03-30,2025-03-31,484,1,0.9555801104972376,0,420,backward from TaiwanStockDividendResult before/after reference price,True
6944,2023-04-27,2025-03-31,467,1,0.97119341563786,0,467,backward from TaiwanStockDividendResult before/after reference price,True
6965,2025-03-07,2025-03-31,17,1,0.9408866995073892,0,17,backward from TaiwanStockDividendResult before/after reference price,True
7721,2024-01-02,2025-03-31,297,0,1.0,0,297,no ex-rights/dividend event in window,True
7722,2024-01-26,2025-03-31,279,1,0.9975,0,260,backward from TaiwanStockDividendResult before/after reference price,True
7765,2024-08-20,2025-03-31,146,0,1.0,0,146,no ex-rights/dividend event in window,True
8454,2014-02-27,2025-03-31,2708,14,0.39008926571116276,0,279,backward from TaiwanStockDividendResult before/after reference price,True
8464,2015-01-06,2025-03-31,2493,10,0.7196626892552053,31,298,backward from TaiwanStockDividendResult before/after reference price,True
8482,2018-08-15,2025-03-31,1609,7,0.6386793673572554,58,261,backward from TaiwanStockDividendResult before/after reference price,True
8926,2014-01-02,2025-03-31,2742,13,0.49845768206517477,0,311,backward from TaiwanStockDividendResult before/after reference price,True
9908,2014-01-02,2025-03-31,2742,12,0.6334524034899198,0,436,backward from TaiwanStockDividendResult before/after reference price,True
9911,2014-01-02,2025-03-31,2732,13,0.601285402508891,0,312,backward from TaiwanStockDividendResult before/after reference price,True
9918,2014-01-02,2025-03-31,2742,12,0.6542725108513574,282,1305,backward from TaiwanStockDividendResult before/after reference price,True
9924,2014-01-02,2025-03-31,2742,13,0.5788757183328901,0,316,backward from TaiwanStockDividendResult before/after reference price,True
9926,2014-01-02,2025-03-31,2740,12,0.5801171682569243,242,1245,backward from TaiwanStockDividendResult before/after reference price,True
9931,2014-01-02,2025-03-31,2737,15,0.5420333511796476,399,1450,backward from TaiwanStockDividendResult before/after reference price,True
9934,2014-01-02,2025-03-31,2742,11,0.5439894846533394,0,311,backward from TaiwanStockDividendResult before/after reference price,True
9937,2014-01-02,2025-03-31,2742,12,0.6144918347579471,36,549,backward from TaiwanStockDividendResult before/after reference price,True
