kind,ticker,status,n_rows,first,last
dividend,2423,MISSING,0,,
dividend,2433,MISSING,0,,
dividend,2323,MISSING,0,,
dividend,2349,MISSING,0,,
dividend,2374,MISSING,0,,
dividend,2393,MISSING,0,,
dividend,2406,MISSING,0,,
dividend,2409,MISSING,0,,
dividend,2426,MISSING,0,,
dividend,2429,MISSING,0,,
dividend,2438,MISSING,0,,
dividend,2466,MISSING,0,,
dividend,2347,MISSING,0,,
dividend,2414,MISSING,0,,
dividend,2430,MISSING,0,,
dividend,3010,MISSING,0,,
dividend,3028,MISSING,0,,
dividend,3033,MISSING,0,,
dividend,3036,MISSING,0,,
dividend,3048,MISSING,0,,
dividend,3054,MISSING,0,,
dividend,3055,MISSING,0,,
dividend,2427,MISSING,0,,
dividend,2453,MISSING,0,,
dividend,2468,MISSING,0,,
dividend,2471,MISSING,0,,
dividend,2480,MISSING,0,,
dividend,3029,MISSING,0,,
dividend,4994,MISSING,0,,
dividend,5203,MISSING,0,,
dividend,6112,MISSING,0,,
dividend,6183,MISSING,0,,
dividend,2616,MISSING,0,,
dividend,6505,MISSING,0,,
dividend,8926,MISSING,0,,
dividend,9908,MISSING,0,,
dividend,9918,MISSING,0,,
dividend,9926,MISSING,0,,
dividend,9931,MISSING,0,,
dividend,9937,MISSING,0,,
dividend,2701,MISSING,0,,
dividend,2702,MISSING,0,,
dividend,2704,MISSING,0,,
dividend,2705,MISSING,0,,
dividend,2706,MISSING,0,,
dividend,2707,MISSING,0,,
dividend,2712,MISSING,0,,
dividend,2722,MISSING,0,,
dividend,2723,MISSING,0,,
dividend,2727,MISSING,0,,
dividend,2801,MISSING,0,,
dividend,2812,MISSING,0,,
dividend,2816,MISSING,0,,
dividend,2820,MISSING,0,,
dividend,2832,MISSING,0,,
dividend,2834,MISSING,0,,
dividend,2836,MISSING,0,,
dividend,2838,MISSING,0,,
dividend,2845,MISSING,0,,
dividend,2849,MISSING,0,,
dividend,2901,MISSING,0,,
dividend,2903,MISSING,0,,
dividend,2905,MISSING,0,,
dividend,2906,MISSING,0,,
dividend,2908,MISSING,0,,
dividend,2910,MISSING,0,,
dividend,2911,MISSING,0,,
dividend,2912,MISSING,0,,
dividend,2913,MISSING,0,,
dividend,2915,MISSING,0,,
dividend,3130,MISSING,0,,
dividend,6165,MISSING,0,,
dividend,6614,MISSING,0,,
dividend,6689,MISSING,0,,
dividend,6902,MISSING,0,,
dividend,6906,MISSING,0,,
dividend,7721,MISSING,0,,
dividend,7722,MISSING,0,,
dividend,7765,MISSING,0,,
dividend,8454,MISSING,0,,
