ticker,name_short,sector,n_matches,n_articles,n_weeks_nonzero,first_match,last_match,share_code_match,share_weekend
2911,麗嬰房,貿易百貨,25,25,21,2015-08-13 20:55:34,2023-04-12 10:03:46,1.0,0.04
2471,資通,資訊服務,25,25,22,2015-05-13 18:15:29,2024-12-13 22:15:37,1.0,0.12
2302,麗正,半導體,24,24,19,2015-07-16 08:30:03,2024-06-05 22:48:45,0.7083333333333334,0.16666666666666666
1615,大山,電器電纜,24,24,22,2015-06-27 09:38:17,2024-11-29 09:00:13,1.0,0.16666666666666666
1471,首利,電子零組件,23,23,20,2015-06-10 17:03:34,2024-04-24 22:08:00,1.0,0.08695652173913043
2109,華豐,橡膠,23,23,21,2015-05-02 13:36:18,2024-04-24 22:08:00,0.6956521739130435,0.08695652173913043
7722,LINEPAY,數位雲端,22,22,12,2024-01-18 18:35:39,2025-01-11 06:25:49,1.0,0.13636363636363635
1614,三洋電,電器電纜,22,22,17,2016-01-16 09:29:00,2024-05-13 13:38:16,0.5454545454545454,0.09090909090909091
1806,冠軍,玻璃,21,21,15,2017-02-02 10:19:54,2024-11-24 23:16:27,1.0,0.14285714285714285
1410,南染,紡織,20,20,19,2015-05-01 21:33:50,2024-11-14 16:00:48,0.65,0.3
2466,冠西電,光電,20,20,14,2015-12-21 17:08:01,2025-01-15 14:00:02,0.5,0.1
6581,鋼聯,綠能環保,20,20,17,2016-09-10 01:50:06,2024-10-07 14:00:04,0.7,0.4
6671,三能-KY,居家生活,20,20,19,2018-12-07 01:14:00,2024-05-10 17:14:54,0.7,0.15
2712,遠雄來,觀光餐旅,19,19,17,2015-05-08 17:55:13,2023-04-13 18:12:09,0.47368421052631576,0.15789473684210525
3130,一零四,數位雲端,19,19,17,2015-04-30 16:44:26,2025-01-22 23:29:36,1.0,0.3684210526315789
6183,關貿,資訊服務,19,19,15,2015-08-15 18:07:25,2024-04-17 21:07:14,0.8421052631578947,0.15789473684210525
6902,GOGOLOOK,數位雲端,19,19,17,2016-12-08 08:30:02,2024-12-27 09:48:59,1.0,0.10526315789473684
9918,欣天然,油電燃氣,19,19,16,2015-07-23 16:33:18,2024-04-14 17:04:55,0.5263157894736842,0.2631578947368421
9926,新海,油電燃氣,18,18,18,2015-07-23 16:33:18,2024-10-08 09:50:25,0.6111111111111112,0.1111111111111111
2468,華經,資訊服務,18,18,16,2018-06-27 18:16:56,2024-12-13 22:15:37,1.0,0.1111111111111111
1414,東和,紡織,17,17,15,2015-05-11 15:35:21,2023-02-01 21:20:28,1.0,0.11764705882352941
2433,互盛電,其他電子,16,16,14,2015-05-05 20:54:51,2024-11-22 19:18:56,0.5625,0.0625
2762,世界健身-KY,運動休閒,14,14,9,2023-08-28 21:13:34,2024-10-10 09:51:22,1.0,0.07142857142857142
2701,萬企,觀光餐旅,13,13,12,2015-07-25 12:34:29,2024-05-22 18:35:49,0.3076923076923077,0.6153846153846154
6807,峰源-KY,居家生活,12,12,11,2015-06-26 08:30:03,2024-10-09 14:00:05,0.5833333333333334,0.0
1419,新紡,紡織,12,12,11,2015-09-22 19:45:20,2022-12-26 18:13:26,0.5,0.3333333333333333
9931,欣高,油電燃氣,10,10,10,2015-07-23 16:33:18,2021-09-29 07:58:23,0.7,0.2
2423,固緯,其他電子,10,10,9,2015-11-19 17:30:04,2024-04-30 13:29:57,1.0,0.2
9937,全國,油電燃氣,10,10,10,2015-08-21 16:15:38,2024-04-26 21:20:06,1.0,0.1
1423,利華,紡織,9,9,9,2016-05-27 22:45:08,2024-06-23 20:00:33,1.0,0.1111111111111111
6754,匯僑設計,居家生活,9,9,6,2021-08-25 15:29:52,2023-11-22 10:14:13,0.7777777777777778,0.2222222222222222
6944,兆聯實業,綠能環保,8,8,8,2020-02-05 23:25:46,2024-08-11 00:20:02,0.75,0.25
2910,統領,貿易百貨,8,8,8,2015-09-14 02:05:25,2021-04-28 15:27:07,1.0,0.25
1418,東華,紡織,8,8,7,2015-08-18 10:39:36,2024-03-08 17:00:22,1.0,0.25
7765,中華資安,數位雲端,7,7,7,2020-08-10 11:43:19,2024-06-12 18:34:50,0.0,0.14285714285714285
6906,現觀科,數位雲端,7,7,6,2019-01-07 10:41:01,2024-11-14 18:06:44,0.2857142857142857,0.14285714285714285
6641,基士德-KY,綠能環保,6,6,6,2021-03-11 12:15:47,2023-12-18 15:52:30,0.16666666666666666,0.3333333333333333
6614,資拓宏宇,數位雲端,6,6,6,2020-06-23 20:39:54,2024-02-21 10:57:06,0.0,0.3333333333333333
5292,華懋,綠能環保,6,6,5,2023-11-07 13:07:04,2024-10-07 16:40:00,1.0,0.16666666666666666
8482,商億-KY,居家生活,6,6,6,2016-11-12 03:41:41,2024-12-16 14:00:02,0.3333333333333333,0.16666666666666666
6923,中台,綠能環保,5,5,4,2023-03-30 11:02:37,2024-09-11 21:29:38,1.0,0.0
7721,微程式,數位雲端,5,5,5,2015-08-05 10:52:40,2024-11-19 23:43:51,0.4,0.0
6965,中傑-KY,運動休閒,3,3,3,2016-05-14 13:37:15,2024-08-27 19:33:13,0.3333333333333333,0.3333333333333333
6887,寶綠特-KY,綠能環保,0,0,0,,,,
