ticker,month,n_matches
1536,2023-04,7
1536,2023-05,4
1536,2023-06,3
1536,2023-07,3
1536,2023-08,4
1536,2023-09,3
1536,2023-10,2
1536,2023-11,3
1536,2023-12,5
1536,2024-02,1
1536,2024-03,2
1536,2024-04,7
1536,2024-05,2
1536,2024-06,4
1536,2024-07,11
1536,2024-08,4
1536,2024-09,10
1536,2024-10,5
1536,2024-11,4
1536,2024-12,9
1536,2025-01,2
1582,2015-06,2
1582,2015-07,2
1582,2015-10,1
1582,2015-11,1
1582,2016-03,1
1582,2016-04,2
1582,2016-05,3
1582,2016-06,1
1582,2016-07,2
1582,2016-08,1
1582,2016-11,3
1582,2016-12,2
1582,2017-01,2
1582,2017-03,2
1582,2017-04,2
1582,2017-08,1
1582,2017-10,1
1582,2018-03,2
1582,2018-05,1
1582,2019-03,2
1582,2019-04,1
1582,2019-06,1
1582,2019-08,1
1582,2019-11,2
1582,2020-05,1
1582,2020-10,1
1582,2021-03,1
1582,2021-08,1
1582,2021-11,1
1582,2022-07,1
1582,2023-03,1
1582,2023-07,1
1582,2023-11,4
1582,2024-01,1
1582,2024-03,1
1582,2024-04,1
1582,2024-05,3
1582,2024-06,1
1582,2024-07,1
1582,2024-08,1
1582,2024-09,3
1598,2016-11,1
1598,2017-05,1
1598,2017-06,1
1598,2017-09,1
1598,2017-10,4
1598,2017-11,4
1598,2017-12,1
1598,2018-03,3
1598,2019-05,2
1598,2019-11,1
1598,2020-05,2
1598,2020-06,2
1598,2020-08,2
1598,2020-09,8
1598,2020-11,3
1598,2020-12,3
1598,2021-01,2
1598,2021-03,1
1598,2021-06,3
1598,2021-07,3
1598,2021-08,3
1598,2021-12,2
1598,2022-01,3
1598,2022-03,1
1598,2022-04,1
1598,2023-04,1
1598,2023-05,1
1598,2023-06,2
1598,2023-08,2
1598,2023-11,1
1598,2024-01,1
1598,2024-05,1
1603,2015-05,1
1603,2015-07,1
1603,2016-03,3
1603,2016-09,1
1603,2016-10,2
1603,2016-11,3
1603,2017-01,2
1603,2017-09,1
1603,2017-11,1
1603,2017-12,1
1603,2018-04,1
1603,2018-07,2
1603,2018-09,1
1603,2018-11,1
1603,2018-12,1
1603,2019-01,2
1603,2019-03,2
1603,2019-04,4
1603,2019-05,3
1603,2019-06,3
1603,2019-07,2
1603,2019-08,1
1603,2019-10,1
1603,2019-11,1
1603,2020-06,1
1603,2020-07,1
1603,2021-01,1
1603,2021-03,1
1603,2021-04,1
1603,2021-05,1
1603,2021-07,1
1603,2021-08,3
1603,2021-09,2
1603,2022-04,2
1603,2022-05,1
1603,2022-07,1
1603,2023-02,1
1603,2023-03,8
1603,2023-04,2
1603,2023-05,1
1603,2023-06,1
1603,2023-08,3
1603,2023-10,1
1603,2023-11,2
1603,2023-12,1
1603,2024-01,2
1603,2024-03,7
1603,2024-04,7
1603,2024-05,1
1603,2024-07,1
1603,2024-08,3
1603,2024-09,1
1603,2024-12,1
1603,2025-01,3
1604,2015-05,1
1604,2015-12,1
1604,2016-08,1
1604,2016-11,1
1604,2017-01,3
1604,2017-02,1
1604,2017-09,1
1604,2018-04,1
1604,2018-06,1
1604,2019-01,1
1604,2019-03,2
1604,2019-05,4
1604,2019-06,2
1604,2019-09,2
1604,2020-04,1
1604,2020-07,5
1604,2020-09,1
1604,2020-12,1
1604,2021-03,2
1604,2021-05,1
1604,2021-07,1
1604,2021-09,7
1604,2021-12,1
1604,2022-04,1
1604,2023-07,1
1604,2024-05,1
1604,2024-09,1
1605,2015-04,1
1605,2015-05,3
1605,2015-06,8
1605,2015-07,5
1605,2015-08,2
1605,2015-09,2
1605,2015-10,7
1605,2015-11,1
1605,2015-12,5
1605,2016-01,1
1605,2016-02,3
1605,2016-03,5
1605,2016-05,3
1605,2016-06,1
1605,2016-07,5
1605,2016-08,1
1605,2016-09,1
1605,2016-10,2
1605,2016-11,4
1605,2016-12,1
1605,2017-02,4
1605,2017-04,1
1605,2017-06,1
1605,2017-07,3
1605,2017-08,6
1605,2017-09,3
1605,2017-10,3
1605,2017-11,1
1605,2017-12,3
1605,2018-02,1
1605,2018-03,1
1605,2018-04,6
1605,2018-05,5
1605,2018-06,5
1605,2018-07,5
1605,2018-08,3
1605,2018-10,4
1605,2018-11,4
1605,2018-12,6
1605,2019-01,3
1605,2019-02,2
1605,2019-03,7
1605,2019-04,1
1605,2019-05,5
1605,2019-06,6
1605,2019-07,1
1605,2019-08,3
1605,2019-09,3
1605,2019-11,1
1605,2019-12,2
1605,2020-02,2
1605,2020-03,4
1605,2020-04,1
1605,2020-05,3
1605,2020-06,1
1605,2020-10,3
1605,2020-11,4
1605,2020-12,3
1605,2021-02,1
1605,2021-03,3
1605,2021-04,4
1605,2021-05,12
1605,2021-06,3
1605,2021-07,14
1605,2021-08,5
1605,2021-09,5
1605,2021-10,4
1605,2021-11,2
1605,2022-01,1
1605,2022-02,3
1605,2022-03,6
1605,2022-04,35
1605,2022-05,29
1605,2022-06,16
1605,2022-07,10
1605,2022-08,13
1605,2022-09,12
1605,2022-10,6
1605,2022-11,15
1605,2022-12,19
1605,2023-01,9
1605,2023-02,12
1605,2023-03,13
1605,2023-04,12
1605,2023-05,3
1605,2023-06,3
1605,2023-07,3
1605,2023-08,10
1605,2023-09,2
1605,2023-10,1
1605,2023-11,3
1605,2023-12,11
1605,2024-02,1
1605,2024-04,4
1605,2024-05,6
1605,2024-06,3
1605,2024-07,1
1605,2024-08,1
1605,2024-09,1
1605,2024-10,1
1605,2024-12,7
1608,2015-07,1
1608,2015-10,4
1608,2015-11,4
1608,2016-04,1
1608,2016-05,1
1608,2017-01,1
1608,2018-02,1
1608,2018-04,1
1608,2019-05,1
1608,2019-11,1
1608,2021-04,6
1608,2021-05,5
1608,2021-06,4
1608,2021-07,3
1608,2021-10,2
1608,2022-03,2
1608,2022-04,2
1608,2022-05,2
1608,2022-12,1
1608,2023-03,2
1608,2023-05,2
1608,2023-08,6
1608,2024-03,5
1608,2024-04,15
1608,2024-05,4
1608,2024-06,1
1608,2024-08,2
1609,2016-03,1
1609,2016-07,1
1609,2016-08,4
1609,2016-11,1
1609,2017-02,1
1609,2017-08,2
1609,2017-11,2
1609,2018-02,1
1609,2018-03,2
1609,2018-04,2
1609,2018-05,1
1609,2019-01,1
1609,2020-07,1
1609,2020-08,2
1609,2020-09,1
1609,2020-10,1
1609,2021-01,1
1609,2021-04,2
1609,2021-05,5
1609,2021-06,3
1609,2021-07,2
1609,2021-09,1
1609,2021-11,2
1609,2022-03,2
1609,2022-04,4
1609,2022-05,1
1609,2022-08,1
1609,2023-02,1
1609,2023-03,3
1609,2023-04,5
1609,2023-05,11
1609,2023-06,7
1609,2023-07,6
1609,2023-08,10
1609,2023-09,2
1609,2023-11,2
1609,2023-12,1
1609,2024-01,3
1609,2024-03,13
1609,2024-04,32
1609,2024-05,4
1609,2024-06,5
1609,2024-07,3
1609,2024-08,7
1609,2024-10,1
1611,2015-10,1
1611,2015-11,1
1611,2016-07,1
1611,2016-10,4
1611,2017-03,1
1611,2017-10,1
1611,2017-12,1
1611,2018-04,1
1611,2018-08,1
1611,2020-08,1
1611,2021-04,1
1611,2021-08,1
1611,2021-09,1
1611,2021-11,13
1611,2021-12,9
1611,2022-01,1
1611,2022-03,1
1611,2022-07,1
1611,2022-09,1
1611,2024-06,1
1612,2015-12,1
1612,2016-06,1
1612,2016-11,2
1612,2017-03,1
1612,2018-04,2
1612,2018-07,2
1612,2018-08,1
1612,2018-10,1
1612,2019-01,1
1612,2019-04,1
1612,2019-05,1
1612,2019-07,1
1612,2020-01,2
1612,2020-05,1
1612,2020-08,1
1612,2020-12,1
1612,2021-03,2
1612,2021-04,1
1612,2021-05,1
1612,2021-11,1
1612,2022-03,2
1612,2022-05,2
1612,2022-08,2
1612,2022-09,1
1612,2023-08,5
1612,2023-09,1
1612,2023-11,1
1612,2024-01,2
1612,2024-03,3
1612,2024-04,8
1612,2024-05,1
1612,2024-08,1
1614,2016-01,1
1614,2016-02,1
1614,2016-06,1
1614,2018-03,1
1614,2018-06,1
1614,2019-01,1
1614,2019-05,5
1614,2019-06,1
1614,2020-04,1
1614,2020-06,1
1614,2020-07,3
1614,2020-10,1
1614,2021-03,1
1614,2021-11,1
1614,2022-02,1
1614,2024-05,1
1615,2015-06,1
1615,2016-05,1
1615,2018-04,4
1615,2019-06,1
1615,2021-05,1
1615,2022-01,2
1615,2022-03,1
1615,2022-05,1
1615,2022-07,1
1615,2022-12,1
1615,2023-08,3
1615,2024-04,1
1615,2024-05,2
1615,2024-06,2
1615,2024-10,1
1615,2024-11,1
1616,2015-05,1
1616,2015-08,1
1616,2016-04,1
1616,2018-05,1
1616,2018-06,2
1616,2019-05,1
1616,2020-09,2
1616,2021-01,1
1616,2021-05,1
1616,2021-06,1
1616,2021-07,1
1616,2021-11,1
1616,2021-12,3
1616,2022-04,1
1616,2023-05,1
1616,2023-07,2
1616,2023-08,7
1616,2023-09,1
1616,2023-12,1
1616,2024-03,2
1616,2024-04,1
1616,2024-05,2
1616,2024-06,1
1616,2024-08,2
1616,2024-10,1
1616,2024-11,1
1707,2015-05,6
1707,2015-06,8
1707,2015-07,7
1707,2015-08,7
1707,2015-09,6
1707,2015-10,1
1707,2015-11,5
1707,2015-12,9
1707,2016-01,2
1707,2016-03,5
1707,2016-04,4
1707,2016-05,5
1707,2016-06,4
1707,2016-07,1
1707,2016-08,5
1707,2016-09,1
1707,2016-10,1
1707,2016-11,1
1707,2016-12,17
1707,2017-01,23
1707,2017-02,6
1707,2017-03,3
1707,2017-04,9
1707,2017-05,6
1707,2017-06,4
1707,2017-08,5
1707,2017-09,6
1707,2017-10,3
1707,2017-12,6
1707,2018-01,2
1707,2018-02,3
1707,2018-03,13
1707,2018-04,2
1707,2018-05,1
1707,2018-06,2
1707,2018-07,2
1707,2018-09,3
1707,2019-05,1
1707,2019-07,1
1707,2020-01,1
1707,2020-02,2
1707,2020-03,3
1707,2020-04,1
1707,2020-05,1
1707,2020-06,2
1707,2020-07,1
1707,2020-08,2
1707,2020-11,1
1707,2020-12,1
1707,2021-03,1
1707,2021-04,1
1707,2021-05,1
1707,2021-06,2
1707,2021-08,1
1707,2021-11,2
1707,2021-12,1
1707,2022-01,1
1707,2022-02,1
1707,2022-08,3
1707,2022-12,2
1707,2023-04,1
1707,2023-05,1
1707,2023-08,1
1707,2023-09,3
1707,2023-10,2
1707,2023-12,1
1707,2024-01,1
1707,2024-02,1
1707,2024-07,1
1707,2024-08,1
1707,2024-09,1
1707,2024-10,1
1707,2024-11,1
1708,2015-05,7
1708,2015-08,1
1708,2015-09,2
1708,2015-11,2
1708,2015-12,2
1708,2016-03,1
1708,2016-04,1
1708,2016-08,2
1708,2016-11,1
1708,2017-02,1
1708,2017-03,1
1708,2017-04,2
1708,2017-07,1
1708,2017-08,2
1708,2017-09,2
1708,2017-12,2
1708,2018-01,2
1708,2018-03,1
1708,2018-10,2
1708,2019-10,1
1708,2020-04,2
1708,2020-07,1
1708,2021-02,1
1708,2021-05,1
1708,2021-06,5
1708,2021-07,1
1708,2021-08,1
1708,2021-09,2
1708,2021-10,3
1708,2021-12,1
1708,2022-02,1
1708,2022-03,27
1708,2022-04,35
1708,2022-05,7
1708,2022-06,1
1708,2022-07,2
1708,2022-08,2
1708,2022-09,2
1708,2022-11,5
1708,2023-01,2
1708,2023-03,2
1708,2023-05,2
1708,2023-07,2
1708,2023-08,4
1708,2024-03,2
1708,2024-04,1
1708,2024-08,2
1708,2024-10,1
1708,2024-11,1
1709,2016-06,1
1709,2016-07,1
1709,2017-02,1
1709,2017-03,1
1709,2017-04,1
1709,2017-10,1
1709,2017-12,1
1709,2019-03,1
1709,2019-07,1
1709,2020-02,1
1709,2020-03,5
1709,2020-05,2
1709,2021-04,1
1709,2021-05,2
1709,2021-09,1
1709,2021-11,1
1709,2022-01,2
1709,2022-02,3
1709,2022-04,1
1709,2022-05,1
1709,2023-03,1
1709,2023-05,1
1709,2023-08,2
1709,2023-11,2
1709,2024-04,1
1709,2024-06,3
1709,2024-08,1
1709,2024-09,1
1710,2015-05,2
1710,2015-06,1
1710,2015-07,3
1710,2015-08,7
1710,2015-09,4
1710,2015-11,1
1710,2016-01,1
1710,2016-02,1
1710,2016-03,6
1710,2016-04,2
1710,2016-05,2
1710,2016-06,2
1710,2016-07,1
1710,2016-12,1
1710,2017-01,2
1710,2017-02,1
1710,2017-03,11
1710,2017-04,7
1710,2017-05,2
1710,2017-06,3
1710,2017-07,6
1710,2017-08,3
1710,2017-09,6
1710,2017-11,9
1710,2017-12,10
1710,2018-01,3
1710,2018-02,2
1710,2018-03,6
1710,2018-04,2
1710,2018-05,5
1710,2018-06,1
1710,2018-07,3
1710,2018-08,2
1710,2018-09,6
1710,2018-10,3
1710,2018-11,2
1710,2018-12,2
1710,2019-03,3
1710,2019-04,2
1710,2019-05,1
1710,2019-06,2
1710,2019-07,1
1710,2019-09,1
1710,2020-04,1
1710,2020-05,1
1710,2020-06,1
1710,2020-07,2
1710,2020-08,1
1710,2020-12,6
1710,2021-01,3
1710,2021-02,3
1710,2021-03,1
1710,2021-04,2
1710,2021-05,3
1710,2021-07,5
1710,2021-08,2
1710,2021-09,1
1710,2021-10,11
1710,2021-11,5
1710,2021-12,2
1710,2022-03,1
1710,2022-05,2
1710,2022-08,1
1710,2022-09,1
1710,2023-03,1
1710,2023-08,1
1710,2024-02,1
1710,2024-03,1
1710,2024-04,1
1710,2024-06,1
1710,2024-10,1
1711,2015-05,1
1711,2015-06,1
1711,2015-08,3
1711,2016-03,1
1711,2016-04,1
1711,2016-07,2
1711,2017-03,1
1711,2017-09,1
1711,2019-02,1
1711,2019-03,1
1711,2019-04,3
1711,2019-07,1
1711,2019-09,1
1711,2019-10,2
1711,2019-11,1
1711,2020-05,1
1711,2020-07,1
1711,2020-11,2
1711,2021-04,1
1711,2021-05,1
1711,2021-09,26
1711,2021-10,16
1711,2021-11,10
1711,2021-12,5
1711,2022-01,1
1711,2022-03,4
1711,2022-04,1
1711,2022-08,1
1711,2023-01,1
1711,2023-04,3
1711,2024-01,5
1711,2024-02,2
1711,2024-05,1
1711,2024-06,1
1711,2024-07,1
1711,2024-08,10
1711,2024-09,3
1712,2015-05,5
1712,2015-07,2
1712,2015-08,4
1712,2015-09,1
1712,2016-03,1
1712,2016-08,1
1712,2016-09,1
1712,2017-02,4
1712,2017-05,1
1712,2017-07,1
1712,2017-10,2
1712,2017-12,4
1712,2018-01,2
1712,2018-02,1
1712,2018-03,1
1712,2018-06,1
1712,2018-08,1
1712,2018-10,3
1712,2019-03,1
1712,2019-05,3
1712,2019-06,2
1712,2019-07,2
1712,2019-11,1
1712,2020-02,1
1712,2020-03,3
1712,2020-04,2
1712,2020-07,4
1712,2020-08,1
1712,2020-09,1
1712,2020-10,1
1712,2021-03,1
1712,2021-04,1
1712,2021-05,1
1712,2021-06,4
1712,2021-07,4
1712,2021-08,1
1712,2021-09,2
1712,2021-10,1
1712,2021-12,1
1712,2022-01,5
1712,2022-02,3
1712,2022-03,5
1712,2022-04,4
1712,2022-05,5
1712,2022-08,4
1712,2022-09,1
1712,2022-10,1
1712,2022-11,3
1712,2022-12,1
1712,2023-02,4
1712,2023-03,2
1712,2023-06,1
1712,2023-07,1
1712,2023-08,1
1712,2023-11,1
1712,2024-02,2
1712,2024-03,1
1712,2024-04,2
1712,2024-07,1
1712,2024-11,2
1713,2015-07,1
1713,2015-10,1
1713,2016-02,1
1713,2016-08,1
1713,2017-03,2
1713,2017-07,1
1713,2017-10,1
1713,2018-01,1
1713,2018-03,1
1713,2018-12,1
1713,2019-06,1
1713,2019-07,1
1713,2019-08,2
1713,2019-10,2
1713,2020-01,1
1713,2020-03,1
1713,2020-12,3
1713,2021-03,1
1713,2021-04,1
1713,2021-05,2
1713,2021-06,1
1713,2021-09,1
1713,2021-10,1
1713,2022-08,1
1713,2022-12,2
1713,2023-04,1
1713,2023-05,2
1713,2023-09,1
1713,2023-12,1
1713,2024-04,1
1713,2024-05,1
1713,2024-06,2
1713,2024-08,1
1713,2025-01,1
1714,2015-05,1
1714,2015-08,1
1714,2015-10,1
1714,2015-12,1
1714,2016-01,1
1714,2016-03,1
1714,2017-05,1
1714,2017-11,3
1714,2018-05,1
1714,2018-11,2
1714,2019-05,1
1714,2019-06,1
1714,2020-02,1
1714,2020-03,3
1714,2020-04,1
1714,2020-07,1
1714,2020-09,4
1714,2021-01,1
1714,2021-04,1
1714,2021-05,3
1714,2021-06,3
1714,2021-07,1
1714,2021-11,2
1714,2021-12,2
1714,2022-01,2
1714,2022-03,1
1714,2022-08,1
1714,2022-09,2
1714,2024-03,1
1714,2024-05,1
1717,2015-04,1
1717,2015-05,2
1717,2016-02,1
1717,2016-03,1
1717,2016-04,1
1717,2016-07,2
1717,2017-02,2
1717,2017-03,1
1717,2018-03,1
1717,2018-06,2
1717,2018-07,1
1717,2018-12,1
1717,2019-02,1
1717,2019-05,2
1717,2019-10,1
1717,2019-11,1
1717,2019-12,2
1717,2020-03,1
1717,2020-04,2
1717,2020-05,3
1717,2020-06,2
1717,2020-07,2
1717,2020-08,4
1717,2020-09,1
1717,2021-02,2
1717,2021-04,2
1717,2021-05,6
1717,2021-06,1
1717,2021-08,2
1717,2021-09,1
1717,2021-10,1
1717,2021-12,1
1717,2022-01,1
1717,2022-03,3
1717,2022-04,4
1717,2022-05,1
1717,2022-06,1
1717,2022-07,2
1717,2022-08,3
1717,2022-09,2
1717,2022-12,2
1717,2023-05,1
1717,2023-09,3
1717,2024-01,5
1717,2024-09,1
1718,2015-05,7
1718,2015-06,6
1718,2015-08,1
1718,2015-09,2
1718,2015-10,4
1718,2015-11,1
1718,2015-12,1
1718,2016-01,1
1718,2016-03,2
1718,2016-04,2
1718,2016-06,1
1718,2016-11,1
1718,2017-02,1
1718,2017-03,1
1718,2017-04,3
1718,2017-06,1
1718,2017-07,1
1718,2017-09,1
1718,2017-11,3
1718,2017-12,3
1718,2018-01,2
1718,2018-03,1
1718,2018-04,5
1718,2018-06,2
1718,2018-08,7
1718,2018-09,2
1718,2018-10,1
1718,2018-12,3
1718,2019-01,8
1718,2019-02,1
1718,2019-03,1
1718,2019-04,3
1718,2019-06,3
1718,2019-11,1
1718,2020-01,1
1718,2020-02,1
1718,2020-03,4
1718,2020-04,2
1718,2020-08,1
1718,2020-10,1
1718,2020-11,2
1718,2020-12,1
1718,2021-01,2
1718,2021-02,1
1718,2021-04,4
1718,2021-05,2
1718,2021-06,1
1718,2021-10,3
1718,2022-10,3
1718,2023-08,2
1718,2023-12,1
1718,2024-02,2
1718,2024-04,1
1718,2024-06,2
1718,2024-09,1
1720,2015-07,1
1720,2015-08,1
1720,2015-11,2
1720,2015-12,3
1720,2016-01,1
1720,2016-03,3
1720,2016-04,1
1720,2017-03,1
1720,2017-04,1
1720,2017-06,1
1720,2018-02,1
1720,2018-04,2
1720,2019-05,1
1720,2020-01,1
1720,2020-03,2
1720,2020-04,4
1720,2020-05,4
1720,2020-06,1
1720,2020-07,2
1720,2020-08,1
1720,2021-03,2
1720,2021-05,1
1720,2021-08,1
1720,2021-11,3
1720,2021-12,4
1720,2022-01,1
1720,2022-02,2
1720,2022-03,3
1720,2022-04,4
1720,2022-05,2
1720,2022-06,3
1720,2022-07,1
1720,2022-08,3
1720,2022-09,1
1720,2022-10,2
1720,2022-11,1
1720,2022-12,9
1720,2023-01,3
1720,2023-02,3
1720,2023-04,1
1720,2023-08,1
1720,2023-09,1
1720,2023-11,1
1720,2024-01,1
1720,2024-02,1
1720,2024-03,1
1720,2024-04,1
1720,2024-06,1
1720,2024-08,4
1720,2024-12,2
1721,2015-10,1
1721,2016-02,1
1721,2016-11,1
1721,2017-07,1
1721,2019-04,1
1721,2021-05,1
1721,2021-09,5
1721,2021-10,26
1721,2021-11,31
1721,2021-12,18
1721,2022-01,2
1721,2022-03,3
1721,2022-05,1
1721,2022-12,1
1721,2023-08,1
1721,2023-10,2
1721,2024-08,3
1721,2024-09,9
1721,2024-10,6
1731,2015-06,1
1731,2015-07,3
1731,2015-09,1
1731,2016-01,1
1731,2016-02,1
1731,2016-05,1
1731,2017-09,1
1731,2017-11,1
1731,2019-05,2
1731,2020-01,3
1731,2020-03,1
1731,2020-05,1
1731,2020-07,4
1731,2020-08,4
1731,2020-10,1
1731,2020-11,1
1731,2021-01,6
1731,2021-02,6
1731,2021-03,1
1731,2021-04,3
1731,2021-05,4
1731,2021-06,2
1731,2021-09,2
1731,2021-10,1
1731,2021-11,2
1731,2022-01,1
1731,2022-02,2
1731,2022-04,6
1731,2022-05,1
1731,2022-07,2
1731,2022-08,2
1731,2022-10,1
1731,2022-12,1
1731,2023-01,1
1731,2023-02,1
1731,2023-04,1
1731,2023-05,2
1731,2023-06,1
1731,2024-02,1
1731,2025-01,1
1733,2015-09,1
1733,2016-03,3
1733,2016-05,1
1733,2016-06,1
1733,2016-07,2
1733,2017-03,1
1733,2017-04,1
1733,2018-01,1
1733,2018-02,1
1733,2018-03,3
1733,2018-05,1
1733,2019-03,1
1733,2019-05,1
1733,2021-03,1
1733,2021-05,1
1733,2023-02,1
1733,2024-01,1
1733,2024-03,1
1733,2024-04,2
1733,2024-10,1
1733,2024-12,1
1734,2015-05,3
1734,2015-08,1
1734,2015-12,2
1734,2016-01,1
1734,2016-02,1
1734,2016-03,2
1734,2016-04,1
1734,2016-06,1
1734,2016-10,1
1734,2017-10,1
1734,2018-02,1
1734,2019-05,1
1734,2020-01,1
1734,2020-06,6
1734,2020-07,51
1734,2020-08,9
1734,2020-09,3
1734,2020-10,1
1734,2021-01,5
1734,2021-02,1
1734,2021-03,1
1734,2021-04,3
1734,2021-05,4
1734,2021-06,1
1734,2021-08,11
1734,2021-09,2
1734,2021-10,15
1734,2021-11,2
1734,2022-04,5
1734,2022-08,2
1734,2022-12,2
1734,2023-01,1
1734,2023-04,2
1734,2024-03,1
1734,2024-10,1
1734,2024-12,1
1736,2015-05,1
1736,2015-07,1
1736,2015-08,1
1736,2016-09,1
1736,2016-10,2
1736,2016-12,1
1736,2017-05,1
1736,2017-09,1
1736,2018-09,1
1736,2019-03,1
1736,2019-05,9
1736,2019-06,1
1736,2019-07,1
1736,2019-09,1
1736,2019-10,1
1736,2020-03,2
1736,2020-04,2
1736,2020-05,2
1736,2020-06,1
1736,2020-09,1
1736,2020-10,1
1736,2020-11,2
1736,2020-12,2
1736,2021-01,1
1736,2021-06,2
1736,2021-10,1
1736,2022-09,4
1736,2022-10,5
1736,2022-11,2
1736,2022-12,1
1736,2023-09,1
1736,2023-11,1
1736,2024-04,1
1736,2024-05,1
1736,2024-06,1
1736,2024-10,1
1736,2024-11,1
1752,2015-05,5
1752,2015-06,3
1752,2015-07,4
1752,2015-08,1
1752,2015-09,4
1752,2015-10,5
1752,2015-11,6
1752,2015-12,9
1752,2016-01,2
1752,2016-02,3
1752,2016-03,2
1752,2016-05,1
1752,2016-06,3
1752,2016-07,8
1752,2016-11,1
1752,2016-12,1
1752,2017-03,4
1752,2017-04,1
1752,2017-09,1
1752,2017-12,4
1752,2018-02,1
1752,2018-03,2
1752,2018-04,1
1752,2019-03,1
1752,2019-10,2
1752,2019-11,1
1752,2020-02,1
1752,2020-06,2
1752,2020-09,1
1752,2021-04,1
1752,2021-05,1
1752,2021-06,1
1752,2021-09,1
1752,2022-06,1
1752,2022-09,1
1752,2022-11,1
1752,2022-12,12
1752,2023-01,3
1752,2023-04,2
1752,2023-05,2
1752,2023-07,1
1752,2023-09,2
1752,2023-11,2
1752,2024-01,1
1752,2024-12,1
1760,2015-11,1
1760,2016-02,1
1760,2017-01,1
1760,2017-03,1
1760,2017-12,1
1760,2018-03,6
1760,2018-04,1
1760,2018-05,2
1760,2018-06,2
1760,2018-07,2
1760,2018-08,2
1760,2018-10,1
1760,2019-02,2
1760,2019-03,2
1760,2019-07,1
1760,2020-04,10
1760,2020-05,49
1760,2020-06,16
1760,2020-07,7
1760,2020-08,7
1760,2020-09,7
1760,2020-10,2
1760,2020-11,1
1760,2020-12,3
1760,2021-01,1
1760,2021-02,1
1760,2021-04,1
1760,2021-05,24
1760,2021-06,4
1760,2021-07,2
1760,2021-08,1
1760,2021-09,8
1760,2021-10,1
1760,2021-11,1
1760,2021-12,1
1760,2022-01,3
1760,2022-02,6
1760,2022-03,2
1760,2022-04,30
1760,2022-05,12
1760,2022-07,8
1760,2022-08,8
1760,2022-09,9
1760,2022-10,17
1760,2022-11,13
1760,2022-12,20
1760,2023-01,2
1760,2023-02,3
1760,2023-03,6
1760,2023-04,7
1760,2023-05,2
1760,2023-07,1
1760,2023-10,1
1760,2023-11,3
1760,2024-12,1
1762,2015-05,1
1762,2016-01,1
1762,2016-03,2
1762,2016-04,1
1762,2018-04,1
1762,2018-05,1
1762,2018-08,1
1762,2019-05,2
1762,2019-11,1
1762,2019-12,1
1762,2020-01,2
1762,2020-02,2
1762,2020-03,4
1762,2020-04,3
1762,2020-05,18
1762,2020-06,3
1762,2020-07,2
1762,2020-09,2
1762,2020-12,1
1762,2021-03,1
1762,2021-05,1
1762,2021-08,2
1762,2021-09,4
1762,2021-10,2
1762,2022-03,2
1762,2022-04,5
1762,2022-05,1
1762,2022-06,1
1762,2022-12,3
1762,2023-01,1
1762,2023-03,1
1762,2023-04,3
1762,2023-12,1
1762,2024-07,1
1783,2015-05,1
1783,2016-03,2
1783,2016-05,1
1783,2018-03,1
1783,2018-04,6
1783,2018-09,1
1783,2019-07,4
1783,2020-06,3
1783,2021-03,4
1783,2021-04,1
1783,2021-07,2
1783,2021-08,8
1783,2021-10,1
1783,2021-11,4
1783,2022-04,1
1783,2022-07,4
1783,2022-08,1
1783,2022-10,1
1783,2022-12,3
1783,2023-01,3
1783,2023-02,1
1783,2023-03,2
1783,2023-04,1
1783,2024-06,1
1786,2015-09,1
1786,2015-11,1
1786,2016-03,1
1786,2017-01,1
1786,2017-03,1
1786,2018-01,1
1786,2018-03,14
1786,2018-04,5
1786,2018-06,6
1786,2018-08,3
1786,2018-10,4
1786,2018-11,1
1786,2019-01,1
1786,2019-02,2
1786,2019-11,1
1786,2020-06,1
1786,2022-08,2
1786,2023-02,1
1786,2023-10,1
1786,2024-04,1
1786,2024-06,2
1786,2024-10,2
1786,2024-11,1
1786,2024-12,1
1802,2015-05,1
1802,2015-06,1
1802,2015-08,2
1802,2015-11,4
1802,2016-01,1
1802,2016-03,2
1802,2016-06,1
1802,2016-08,3
1802,2016-09,4
1802,2016-10,1
1802,2016-12,1
1802,2017-02,2
1802,2017-03,1
1802,2017-04,1
1802,2017-05,3
1802,2017-06,1
1802,2017-10,1
1802,2017-11,1
1802,2017-12,2
1802,2018-01,1
1802,2018-03,1
1802,2018-04,1
1802,2018-05,1
1802,2018-07,1
1802,2018-10,1
1802,2019-01,1
1802,2019-03,1
1802,2019-04,1
1802,2019-10,1
1802,2019-12,2
1802,2020-03,1
1802,2020-05,1
1802,2020-06,1
1802,2020-07,1
1802,2020-08,2
1802,2020-09,1
1802,2020-10,1
1802,2020-11,1
1802,2021-01,6
1802,2021-02,2
1802,2021-03,2
1802,2021-04,14
1802,2021-05,29
1802,2021-06,12
1802,2021-07,23
1802,2021-08,10
1802,2021-09,2
1802,2021-10,2
1802,2021-11,1
1802,2022-01,2
1802,2022-03,3
1802,2022-04,2
1802,2022-08,4
1802,2022-10,4
1802,2022-11,7
1802,2022-12,8
1802,2023-01,2
1802,2023-03,1
1802,2023-04,1
1802,2023-06,9
1802,2023-08,11
1802,2023-09,4
1802,2023-11,1
1802,2024-01,2
1802,2024-05,2
1802,2024-06,4
1802,2024-07,1
1802,2024-09,1
1802,2024-10,2
1802,2024-11,1
1806,2017-02,1
1806,2017-09,1
1806,2019-05,2
