ticker,name_short,sector,n_code_matches,n_name_matches,n_nonzero_weeks_code,n_nonzero_weeks_name,corr_test_powered,code_name_corr,corr_verdict,corr_fail,already_code_only,recommend_demote_to_code_only,n_obs,beta_turnover,t_turnover,beta_absret,t_absret,comovement_pass,comovement_note,match_quality_tier
2374,佳能,光電,272,28,118,19,False,,insufficient_power,False,False,False,500.0,0.10419183307546037,3.6679681552644885,2.1743141364224607,3.198537801085725,True,,D_corr_untested
2390,云辰,其他電子,151,0,89,0,False,,insufficient_power,False,True,False,500.0,0.025312470741053666,2.214105703077318,0.8812186311187484,2.672907272283719,True,,B_code_only
2393,億光,光電,191,73,110,57,True,0.12658940401063393,fail,True,False,True,501.0,0.09016924870403079,3.837850166581725,-0.4368658202473656,-0.6482066002823257,True,,B_code_only
2404,漢唐,其他電子,527,74,221,60,True,0.19436997600996062,fail,True,False,True,500.0,0.2038951530484048,5.385575955808515,0.9200647802609925,0.9263235693574394,True,,B_code_only
2406,國碩,光電,351,51,184,42,True,0.10183757847135264,fail,True,False,True,500.0,0.16105080613883999,6.292154240764133,1.229262976918538,1.998555342729067,True,,B_code_only
2409,友達,光電,3291,1653,470,383,True,0.20928132033327917,fail,True,False,True,500.0,0.6034796363245292,7.731987480317788,1.206174195316624,1.0336179517489852,True,,B_code_only
2414,精技,電子通路,114,23,73,16,False,,insufficient_power,False,False,False,501.0,0.004813152499100562,0.5127896351217219,0.6061933620187977,0.8932249141003927,False,,C_suspect_no_comovement
2423,固緯,其他電子,92,0,52,0,False,,insufficient_power,False,True,False,501.0,0.01045115775627159,1.3439411499655425,1.1756338010063343,1.590092776563607,False,,C_suspect_no_comovement
2426,鼎元,光電,200,27,103,22,False,,insufficient_power,False,False,False,501.0,0.06563544134117849,3.178385608618026,0.9738016794421551,1.45540598101039,True,,D_corr_untested
2427,三商電,資訊服務,146,13,90,12,False,,insufficient_power,False,False,False,501.0,0.03167739673548005,3.1987346810239923,1.2448050946462255,1.5583985719379756,True,,D_corr_untested
2429,銘旺科,光電,59,7,38,7,False,,insufficient_power,False,False,False,491.0,0.014521417195063011,3.052397209469394,0.39551537714262813,2.0463315761926855,True,,D_corr_untested
2430,燦坤,電子通路,129,0,84,0,False,,insufficient_power,False,True,False,500.0,0.032983374706710866,2.7672294965636524,-0.011368958004613905,-0.027666059586195828,True,,B_code_only
2433,互盛電,其他電子,103,7,65,6,False,,insufficient_power,False,False,False,501.0,0.020767770297898343,2.2060879914068394,-0.15857248022872675,-0.22484083934204085,True,,D_corr_untested
2438,翔耀,光電,95,12,53,11,False,,insufficient_power,False,False,False,500.0,0.03674585485485081,2.8827476410433857,0.44174744060101784,1.4260126401046707,True,,D_corr_untested
2453,凌群,資訊服務,148,14,92,11,False,,insufficient_power,False,False,False,501.0,0.03668976760444531,2.799977294207378,1.759895796986512,2.0843853493929494,True,,D_corr_untested
2466,冠西電,光電,94,8,57,4,False,,insufficient_power,False,False,False,501.0,0.0015566501788609071,0.1793014383607232,2.4079479986737486,2.1060901197477664,True,,D_corr_untested
2468,華經,資訊服務,124,0,76,0,False,,insufficient_power,False,True,False,501.0,0.0056510697221574275,0.8593816390858423,1.2534426631865798,3.537253731733245,True,,B_code_only
2471,資通,資訊服務,112,0,70,0,False,,insufficient_power,False,True,False,501.0,0.022233421417461943,2.176682303991321,0.6933945804804689,1.8025279541813213,True,,B_code_only
2480,敦陽科,資訊服務,171,39,117,31,True,0.053479080350209596,fail,True,False,True,500.0,0.04681844999363523,2.255997076792724,2.234139828098099,1.647049967996726,True,,B_code_only
2601,益航,航運,334,39,161,27,True,0.3029882757733306,fail,True,False,True,501.0,0.11992706435703612,4.326067592254248,1.8605818434426882,2.510167995198112,True,,B_code_only
2603,長榮,航運,4746,306,449,156,True,0.604063263593271,pass,False,False,False,500.0,0.6852708623456416,14.682570899008024,2.460847638309025,2.323341448554465,True,,A_clean
2605,新興,航運,575,367,227,229,True,0.1954163179960393,fail,True,False,True,501.0,0.14493382000090524,4.804865841610201,2.555989782554183,3.047303409559733,True,,B_code_only
2606,裕民,航運,1114,185,298,100,True,0.32949548693001257,fail,True,False,True,501.0,0.2926584078514087,9.230773663528883,3.4312176681448534,4.231555102485663,True,,B_code_only
2607,榮運,航運,443,83,175,45,True,0.3261311328434794,fail,True,False,True,501.0,0.1270730067230933,4.108208019067536,3.636135791182764,2.998870318479613,True,,B_code_only
2608,嘉里大榮,航運,175,40,109,26,True,0.2748954555349159,fail,True,False,True,501.0,0.07497015840663562,3.2862434288627895,3.156744810054569,2.0368059879473708,True,,B_code_only
2609,陽明,航運,3262,3455,377,261,True,0.7406193410625584,pass,False,False,False,500.0,0.7671149482107182,19.53313681092325,-0.4239892505243109,-0.3692042999756806,True,,A_clean
2610,華航,航運,2521,992,434,286,True,0.467161862252753,fail,True,False,True,501.0,0.5425037554671203,18.30729574914093,2.7493855820783506,2.739657850836903,True,,B_code_only
2611,志信,航運,173,31,98,18,True,0.2616476386101753,fail,True,False,True,501.0,0.07076934572971741,4.90339814568591,1.883420462949636,1.8747548473607583,True,,B_code_only
2616,山隆,油電燃氣,147,31,92,25,True,0.019156018857157838,fail,True,False,True,501.0,0.05780378154882417,3.3229925103496067,0.8913003808765709,0.6462533760090832,True,,B_code_only
2701,萬企,觀光餐旅,26,10,23,9,False,,insufficient_power,False,False,False,501.0,0.0033215324469993562,0.3715688706454259,0.21556740156296167,0.3274021365632873,False,,C_suspect_no_comovement
2702,華園,觀光餐旅,103,21,59,18,False,,insufficient_power,False,False,False,501.0,0.014252336966821485,1.904063997872116,1.223334092243546,2.191041872889441,True,,D_corr_untested
2704,國賓,觀光餐旅,100,0,63,0,False,,insufficient_power,False,True,False,501.0,0.040283806143861504,3.149203115147015,0.21696028860643254,0.47784880129997204,True,,B_code_only
2705,六福,觀光餐旅,136,0,80,0,False,,insufficient_power,False,True,False,500.0,0.03373831540722545,1.730993753508925,1.380304584410224,1.8911181397849226,False,,C_suspect_no_comovement
2706,第一店,觀光餐旅,98,0,58,0,False,,insufficient_power,False,True,False,501.0,0.010288949730721463,1.0590265460332875,0.41461203262345886,0.6017723754108216,False,,C_suspect_no_comovement
2707,晶華,觀光餐旅,318,0,156,0,False,,insufficient_power,False,True,False,501.0,0.09509898912268475,3.2781186132709843,1.2133122344216667,1.4300833512074782,True,,B_code_only
2712,遠雄來,觀光餐旅,93,10,56,9,False,,insufficient_power,False,False,False,498.0,0.004596120857857171,0.837311054028197,0.7687620043055393,1.2571798939794028,False,,C_suspect_no_comovement
2722,夏都,觀光餐旅,88,21,54,16,False,,insufficient_power,False,False,False,497.0,0.01963593648420283,2.3796010905627547,1.3028628971705185,1.875497606299523,True,,D_corr_untested
2723,美食-KY,觀光餐旅,311,0,172,0,False,,insufficient_power,False,True,False,501.0,0.07421839003340291,2.4898185957260353,0.1283107756416136,0.28244194211949014,True,,B_code_only
2727,王品,觀光餐旅,325,0,174,0,False,,insufficient_power,False,True,False,501.0,0.12816763974022338,5.560683374243843,0.12015705217052156,0.19946749268777555,True,,B_code_only
2762,世界健身-KY,運動休閒,15,0,10,0,False,,insufficient_power,False,True,False,50.0,-0.08251198346085635,-1.527062303795442,7.778853205811554,4.123632897338159,True,,B_code_only
2801,彰銀,金融,1287,305,389,209,True,-0.027123671036743915,fail,True,False,True,501.0,0.19916839378384008,4.247560916874475,2.017439806090896,1.503256483702891,True,,B_code_only
2812,台中銀,金融,609,368,292,191,True,0.3225656568750786,fail,True,False,True,501.0,0.21536497833430393,3.8329420548098025,10.751102903732187,5.081160901387981,True,,B_code_only
2816,旺旺保,金融,107,14,67,14,False,,insufficient_power,False,False,False,501.0,0.02418730850975432,2.3669483585359474,0.5788096329252476,0.6438795902252089,True,,D_corr_untested
2820,華票,金融,199,112,125,82,True,-0.0061414650532084945,fail,True,False,True,501.0,0.08442435467373241,3.0934612844104374,1.8024068068407395,0.681421188751192,True,,B_code_only
2832,台產,金融,122,54,74,42,True,0.06723473528828541,fail,True,False,True,501.0,0.05383851132381115,2.393220619764516,1.5682180089340283,0.9300308416897373,True,,B_code_only
2834,臺企銀,金融,1508,392,413,158,True,0.29012681712202537,fail,True,False,True,501.0,0.5387998353749498,10.819235694002021,1.5468134302872731,0.8268794486629987,True,,B_code_only
2836,高雄銀,金融,187,98,124,71,True,0.1282408595406025,fail,True,False,True,501.0,0.06693442109411671,2.519971384412444,1.7459403063893952,0.9928783613432968,True,,B_code_only
2838,聯邦銀,金融,298,181,174,129,True,0.1481505692311974,fail,True,False,True,501.0,0.12961375685274792,3.1130260150486437,3.0598368166209804,1.6049069779099503,True,,B_code_only
2845,遠東銀,金融,746,0,259,0,False,,insufficient_power,False,True,False,501.0,0.15362218327480082,3.8956987801803438,0.5024507400421252,0.21927055697382442,True,,B_code_only
2849,安泰銀,金融,126,90,84,71,True,0.06613992224185827,fail,True,False,True,501.0,0.08540388944701206,2.920362343161663,-0.9997089222054083,-1.082182096937382,True,,B_code_only
2901,欣欣,貿易百貨,59,83,29,61,True,-0.0038210583176179437,fail,True,False,True,501.0,0.037788352248972326,2.0762711320487117,-0.06388346007942018,-0.09929063226944972,True,,B_code_only
2903,遠百,貿易百貨,647,0,239,0,False,,insufficient_power,False,True,False,501.0,0.19717059831116784,7.031319672753433,1.5746977038812744,1.534815312346581,True,,B_code_only
2905,三商,貿易百貨,138,0,88,0,False,,insufficient_power,False,True,False,501.0,0.030262018813186325,2.041282455939687,0.15996302684038682,0.3506582829433959,True,,B_code_only
2906,高林,貿易百貨,112,16,58,15,False,,insufficient_power,False,False,False,501.0,0.03197268476702339,1.9490144159832865,1.1786181283430173,2.061016714811508,True,,D_corr_untested
2908,特力,貿易百貨,122,0,81,0,False,,insufficient_power,False,True,False,501.0,0.02340096506751755,1.5639492389886531,0.700698662473641,0.922500083004988,False,,C_suspect_no_comovement
2910,統領,貿易百貨,67,0,35,0,False,,insufficient_power,False,True,False,499.0,-0.005859268054654868,-1.3310356829553298,-0.03205327877608566,-0.576012154467637,False,,C_suspect_no_comovement
2911,麗嬰房,貿易百貨,103,0,61,0,False,,insufficient_power,False,True,False,499.0,0.030264542331456916,1.7204989064293108,0.31693586291780196,0.7315932416002895,False,,C_suspect_no_comovement
2912,統一超,貿易百貨,510,0,248,0,False,,insufficient_power,False,True,False,501.0,0.1795162566248294,3.720198358707895,1.6362589646699208,1.2284810117909413,True,,B_code_only
2913,農林,貿易百貨,205,0,127,0,False,,insufficient_power,False,True,False,501.0,0.03665070778179189,3.202917735319264,1.564312109499094,2.122747382942143,True,,B_code_only
2915,潤泰全,貿易百貨,719,0,280,0,False,,insufficient_power,False,True,False,500.0,0.16911944563856054,5.3200899265986505,2.7543151017614553,2.3572188343184277,True,,B_code_only
3010,華立,電子通路,239,22,119,22,False,,insufficient_power,False,False,False,501.0,0.06746563923954044,4.052634161373119,1.4513014231166446,1.9254629896911655,True,,D_corr_untested
3028,增你強,電子通路,139,26,86,17,False,,insufficient_power,False,False,False,501.0,0.042631512236478805,2.99914741362499,0.8112260771774555,1.0507540279611887,True,,D_corr_untested
3029,零壹,資訊服務,305,0,167,0,False,,insufficient_power,False,True,False,501.0,0.05358074542263409,2.180789461769371,1.420825254577416,2.2289938106365934,True,,B_code_only
3033,威健,電子通路,330,20,163,20,False,,insufficient_power,False,False,False,501.0,0.06613895552620058,4.6388027494580175,1.6516546697148358,1.9186983466522352,True,,D_corr_untested
3036,文曄,電子通路,841,101,275,66,True,0.13341329047898481,fail,True,False,True,501.0,0.3347049133678265,6.376588792520443,3.909541205335401,3.2486388353965903,True,,B_code_only
3048,益登,電子通路,195,16,103,14,False,,insufficient_power,False,False,False,501.0,0.0796109589613153,3.8212193178804474,1.943473506012213,2.5291143810789682,True,,D_corr_untested
3054,立萬利,電子通路,92,14,54,8,False,,insufficient_power,False,False,False,500.0,0.017604967151924465,1.5485305979609576,1.9308193838471557,2.23560387145209,True,,D_corr_untested
3055,蔚華科,電子通路,151,19,89,13,False,,insufficient_power,False,False,False,500.0,0.04081089726260219,2.9275098798392194,1.1297051545125854,2.6632032078017094,True,,D_corr_untested
3130,一零四,數位雲端,101,0,63,0,False,,insufficient_power,False,True,False,501.0,0.011387040604823432,1.8694259691619366,0.18187670615431445,0.47479629642580645,False,,C_suspect_no_comovement
3557,嘉威,居家生活,171,1,107,1,False,,insufficient_power,False,False,False,497.0,-0.013424494861837662,-0.7697507124870863,0.34960930321833467,1.0146087285704768,False,,C_suspect_no_comovement
3708,上緯投控,綠能環保,457,67,190,52,True,0.12939986774495274,fail,True,False,True,432.0,0.1741579329896759,8.323339320748213,0.7834070500889883,1.7638717215688455,True,,B_code_only
4536,拓凱,運動休閒,209,5,111,5,False,,insufficient_power,False,False,False,501.0,0.011920225653442858,1.641030901873558,0.40260104194872237,1.0812678618959075,False,,C_suspect_no_comovement
4994,傳奇,資訊服務,130,0,85,0,False,,insufficient_power,False,True,False,500.0,0.03698655145052428,3.911539392575714,0.21075319671950088,0.6142218721240531,True,,B_code_only
5203,訊連,資訊服務,118,18,75,17,False,,insufficient_power,False,False,False,501.0,0.040105588025742475,2.9066100968093487,0.19776479875270792,0.4488707169708031,True,,D_corr_untested
5292,華懋,綠能環保,6,0,5,0,False,,insufficient_power,False,False,False,59.0,0.027987775905843608,1.10506921463497,1.7648464824827341,1.5954605769313146,False,,C_suspect_no_comovement
5306,桂盟,運動休閒,104,14,82,13,False,,insufficient_power,False,False,False,147.0,0.04778551885639652,1.4849161694243824,1.0131805858015999,0.8994552535267428,False,,C_suspect_no_comovement
6112,邁達特,資訊服務,175,24,103,16,False,,insufficient_power,False,False,False,501.0,0.0770438195437805,3.316721605984237,2.6603999929300546,3.390401315966443,True,,D_corr_untested
6165,浪凡,數位雲端,77,5,41,5,False,,insufficient_power,False,False,False,499.0,0.021316203149435012,1.522949407526132,0.36892419595986503,1.378816160663042,False,,C_suspect_no_comovement
6183,關貿,資訊服務,100,3,59,3,False,,insufficient_power,False,False,False,501.0,-0.001941862367427669,-0.14747782631759507,-0.21642693320757928,-0.5881914337832657,False,,C_suspect_no_comovement
6505,台塑化,油電燃氣,709,326,312,200,True,0.17457968056462278,fail,True,False,True,501.0,0.3732392163364177,5.850455812697733,1.6478621891458645,1.244043445302659,True,,B_code_only
6581,鋼聯,綠能環保,74,6,36,6,False,,insufficient_power,False,False,False,358.0,0.04595013926808446,2.360066523064354,0.5210710356914464,1.3187063250550934,True,,D_corr_untested
6614,資拓宏宇,數位雲端,0,6,0,6,False,,insufficient_power,False,False,False,,,,,,,,D_corr_untested
6641,基士德-KY,綠能環保,47,5,18,5,False,,insufficient_power,False,False,False,325.0,-0.0018877507250471986,-0.6146023553637063,-0.05558933378464276,-0.22953479333296167,False,,C_suspect_no_comovement
6670,復盛應用,運動休閒,128,17,88,15,False,,insufficient_power,False,False,False,312.0,0.04526108712656254,2.003187752104336,0.3236617253377753,0.4679732632380733,True,,D_corr_untested
6671,三能-KY,居家生活,25,6,23,6,False,,insufficient_power,False,False,False,313.0,0.006195142834408408,0.5984131565839902,-0.10394278386931571,-0.23057550135051313,False,,C_suspect_no_comovement
6689,伊雲谷,數位雲端,29,16,19,15,False,,insufficient_power,False,False,False,120.0,0.11646040537682036,2.9559516480210455,0.47393519067695633,0.6606168578230404,True,,D_corr_untested
6754,匯僑設計,居家生活,11,2,10,2,False,,insufficient_power,False,False,False,225.0,0.03077385991979218,1.9068529948523198,-0.31542270480769713,-1.2096373639112583,False,,C_suspect_no_comovement
6768,志強-KY,運動休閒,49,29,32,25,False,,insufficient_power,False,False,False,192.0,0.02155323595844579,0.856785398000516,2.178552943232629,1.8701696876654108,False,,C_suspect_no_comovement
6790,永豐實,造紙,46,10,33,9,False,,insufficient_power,False,False,False,169.0,0.0697201776201896,3.2323186313983214,2.471738753977885,1.4687679526868733,True,,D_corr_untested
6807,峰源-KY,居家生活,8,5,8,4,False,,insufficient_power,False,False,False,140.0,0.006304703602118346,0.43707689186584386,1.0062716827033051,1.1131077955390216,False,,C_suspect_no_comovement
6869,雲豹能源,綠能環保,167,113,60,55,True,0.7290966411499662,pass,False,False,False,95.0,0.4073570630171279,9.553247019122308,2.061339146563162,1.4360503207562614,True,,A_clean
6873,泓德能源,綠能環保,38,23,23,21,False,,insufficient_power,False,False,False,15.0,,,,,False,觀測數不足或關注度無變異,C_suspect_no_comovement
6890,來億-KY,運動休閒,39,10,25,9,False,,insufficient_power,False,False,False,30.0,0.287938903565028,1.5109063908773577,0.2632205315391401,0.2676098745881102,False,,C_suspect_no_comovement
6902,GOGOLOOK,數位雲端,19,0,17,0,False,,insufficient_power,False,True,False,78.0,0.010489328751887086,0.35499965718989357,0.8095184722862864,0.9790120502214902,False,,C_suspect_no_comovement
6906,現觀科,數位雲端,4,5,4,4,False,,insufficient_power,False,False,False,51.0,0.02215294659410627,1.0385388674375966,0.4257952662268606,0.5856695879163077,False,,C_suspect_no_comovement
6923,中台,綠能環保,5,0,4,0,False,,insufficient_power,False,True,False,15.0,,,,,False,觀測數不足或關注度無變異,C_suspect_no_comovement
6944,兆聯實業,綠能環保,6,2,6,2,False,,insufficient_power,False,False,False,,,,,,,,D_corr_untested
6965,中傑-KY,運動休閒,1,2,1,2,False,,insufficient_power,False,False,False,,,,,,,,D_corr_untested
7721,微程式,數位雲端,2,3,2,3,False,,insufficient_power,False,False,False,,,,,,,,D_corr_untested
7722,LINEPAY,數位雲端,21,0,11,0,False,,insufficient_power,False,True,False,5.0,,,,,False,觀測數不足或關注度無變異,C_suspect_no_comovement
7765,中華資安,數位雲端,1,7,1,7,False,,insufficient_power,False,False,False,,,,,,,,D_corr_untested
8454,富邦媒,數位雲端,431,0,209,0,False,,insufficient_power,False,True,False,501.0,0.1454471617699068,6.435009413726002,1.0450345257532672,1.364470682259241,True,,B_code_only
8464,億豐,居家生活,106,33,81,32,True,-0.0012314877464658707,fail,True,False,True,467.0,0.08295685204402889,3.6741744626404573,0.1896775828371246,0.39916652373779166,True,,B_code_only
8482,商億-KY,居家生活,50,4,20,4,False,,insufficient_power,False,False,False,330.0,0.001645419860228447,0.40568735856365346,0.8140002008782273,1.641257820263455,False,,C_suspect_no_comovement
8926,台汽電,油電燃氣,214,77,113,62,True,0.06312318143032453,fail,True,False,True,501.0,0.10295357814610578,3.9654613130728014,-0.7553773242682725,-0.7568701699189774,True,,B_code_only
9908,大台北,油電燃氣,103,146,67,112,True,0.10072355769298964,fail,True,False,True,501.0,0.02943645440631835,0.8506668605080573,-0.6893941075549168,-0.41790316763116014,False,,C_suspect_no_comovement
9911,櫻花,居家生活,165,0,103,0,False,,insufficient_power,False,True,False,500.0,0.07430119906141552,3.8634000785562224,0.7594053231733872,1.1295587252048853,True,,B_code_only
9918,欣天然,油電燃氣,92,9,56,7,False,,insufficient_power,False,False,False,498.0,0.006226655512717248,0.4991558603010546,0.5533820037138528,1.2737783352415684,False,,C_suspect_no_comovement
9924,福興,居家生活,196,14,113,12,False,,insufficient_power,False,False,False,501.0,0.09671476995596393,3.53889026050685,3.1826195429545048,2.486526411795857,True,,D_corr_untested
9926,新海,油電燃氣,89,7,53,7,False,,insufficient_power,False,False,False,501.0,0.00765109458305584,0.4934761631242847,0.3506712077564718,0.39135509562178383,False,,C_suspect_no_comovement
9931,欣高,油電燃氣,90,3,54,3,False,,insufficient_power,False,False,False,498.0,0.004272122476062553,0.4570903285300066,-0.16842593865269845,-0.566152577869689,False,,C_suspect_no_comovement
9934,成霖,居家生活,154,10,89,9,False,,insufficient_power,False,False,False,501.0,0.05286828891078757,3.3326358307678507,-0.7750995919286318,-2.0640503202289175,True,,D_corr_untested
9937,全國,油電燃氣,94,0,58,0,False,,insufficient_power,False,True,False,501.0,0.010410914493925293,1.6853310139868622,-0.3147930689382913,-1.051418302608337,False,,C_suspect_no_comovement
